Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,
107546,Calinesti,0.474,0.474,1.58,1.58,6.32,0.316,0.474,1.58,
107582,Cernesti,0.55065,0.55065,1.8355,1.8355,7.342,0.3671,0.55065,1.8355,
107662,Cicarlau,0.6279,0.6279,2.093,2.093,8.372,0.4186,0.6279,2.093,
107715,Campulung La Tisa,0.3765,0.3765,1.255,1.255,5.02,0.251,0.3765,1.255,
107733,Copalnic-Manastur,0.84945,0.84945,2.8315,2.8315,11.326,0.5663,0.84945,2.8315,
107868,Coroieni,0.3597,0.3597,1.199,1.199,4.796,0.2398,0.3597,1.199,
107920,Cupseni,0.52335,0.52335,1.7445,1.7445,6.978,0.3489,0.52335,1.7445,
107975,Desesti,0.35565,0.35565,1.1855,1.1855,4.742,0.2371,0.35565,1.1855,
108017,Oras Dragomiresti,0.4893,0.4893,1.631,1.631,6.524,0.3262,0.4893,1.631,
108035,Dumbravita,0.64965,0.64965,2.1655,2.1655,8.662,0.4331,0.64965,2.1655,
108106,Farcasa,0.588,0.588,1.96,1.96,7.84,0.392,0.588,1.96,
108151,Giulesti,0.4818,0.4818,1.606,1.606,6.424,0.3212,0.4818,1.606,
108204,Ieud,0.6594,0.6594,2.198,2.198,8.792,0.4396,0.6594,2.198,
108222,Lapus,0.5556,0.5556,1.852,1.852,7.408,0.3704,0.5556,1.852,
108240,Leordina,0.36525,0.36525,1.2175,1.2175,4.87,0.2435,0.36525,1.2175,
108268,Miresu Mare,0.72195,0.72195,2.4065,2.4065,9.626,0.4813,0.72195,2.4065,
108348,Moisei,1.39425,1.39425,4.6475,4.6475,18.59,0.9295,1.39425,4.6475,
108366,Oarta De Jos,0.17745,0.17745,0.5915,0.5915,2.366,0.1183,0.17745,0.5915,
108400,Ocna Sugatag,0.6279,0.6279,2.093,2.093,8.372,0.4186,0.6279,2.093,
108455,Petrova,0.37425,0.37425,1.2475,1.2475,4.99,0.2495,0.37425,1.2475,
108473,Poienile De Sub Munte,1.53915,1.53915,5.1305,5.1305,20.522,1.0261,1.53915,5.1305,
108491,Remetea Chioarului,0.4317,0.4317,1.439,1.439,5.756,0.2878,0.4317,1.439,
108552,Remeti,0.48255,0.48255,1.6085,1.6085,6.434,0.3217,0.48255,1.6085,
108598,Repedea,0.7443,0.7443,2.481,2.481,9.924,0.4962,0.7443,2.481,
108614,Rona De Jos,0.3066,0.3066,1.022,1.022,4.088,0.2044,0.3066,1.022,
108632,Rona De Sus,0.6915,0.6915,2.305,2.305,9.22,0.461,0.6915,2.305,
108669,Rozavlea,0.47985,0.47985,1.5995,1.5995,6.398,0.3199,0.47985,1.5995,
108696,Ruscova,0.8433,0.8433,2.811,2.811,11.244,0.5622,0.8433,2.811,
108712,Satulung,0.88935,0.88935,2.9645,2.9645,11.858,0.5929,0.88935,2.9645,
108794,Sacalaseni,0.3438,0.3438,1.146,1.146,4.584,0.2292,0.3438,1.146,
108874,Sacel,0.52305,0.52305,1.7435,1.7435,6.974,0.3487,0.52305,1.7435,
108892,Oras Salistea De Sus,0.77115,0.77115,2.5705,2.5705,10.282,0.5141,0.77115,2.5705,
108918,Salsig,0.2472,0.2472,0.824,0.824,3.296,0.1648,0.2472,0.824,
108945,Sapanta,0.4767,0.4767,1.589,1.589,6.356,0.3178,0.4767,1.589,
108963,Oras Seini,1.44075,1.44075,4.8025,4.8025,19.21,0.9605,1.44075,4.8025,
109005,Stramtura,0.55395,0.55395,1.8465,1.8465,7.386,0.3693,0.55395,1.8465,
109041,Suciu De Sus,0.60225,0.60225,2.0075,2.0075,8.03,0.4015,0.60225,2.0075,
109096,Sisesti,0.81855,0.81855,2.7285,2.7285,10.914,0.5457,0.81855,2.7285,
109176,Oras Somcuta Mare,1.19985,1.19985,3.9995,3.9995,15.998,0.7999,1.19985,3.9995,
109265,Oras Ulmeni,1.1337,1.1337,3.779,3.779,15.116,0.7558,1.1337,3.779,
109354,Valea Chioarului,0.3117,0.3117,1.039,1.039,4.156,0.2078,0.3117,1.039,
109425,Vima Mica,0.22005,0.22005,0.7335,0.7335,2.934,0.1467,0.22005,0.7335,
109504,Viseu De Jos,0.77595,0.77595,2.5865,2.5865,10.346,0.5173,0.77595,2.5865,
109773,Municipiul Drobeta-Turnu Severin,16.4595,16.4595,54.865,54.865,219.46,10.973,16.4595,54.865,
109826,Simian,1.5417,1.5417,5.139,5.139,20.556,1.0278,1.5417,5.139,
109924,Oras Baia De Arama,0.8394,0.8394,2.798,2.798,11.192,0.5596,0.8394,2.798,
110027,Obarsia-Closani,0.1554,0.1554,0.518,0.518,2.072,0.1036,0.1554,0.518,
110063,Municipiul Orsova,1.94085,1.94085,6.4695,6.4695,25.878,1.2939,1.94085,6.4695,
110116,Oras Strehaia,1.71075,1.71075,5.7025,5.7025,22.81,1.1405,1.71075,5.7025,
110232,Oras Vanju Mare,0.8826,0.8826,2.942,2.942,11.768,0.5884,0.8826,2.942,
110296,Bala,0.5727,0.5727,1.909,1.909,7.636,0.3818,0.5727,1.909,
110456,Balta,0.1557,0.1557,0.519,0.519,2.076,0.1038,0.1557,0.519,
110535,Balacita,0.414,0.414,1.38,1.38,5.52,0.276,0.414,1.38,
110571,Bacles,0.28335,0.28335,0.9445,0.9445,3.778,0.1889,0.28335,0.9445,
110688,Balvanesti,0.13695,0.13695,0.4565,0.4565,1.826,0.0913,0.13695,0.4565,
110740,Breznita-Motru,0.2154,0.2154,0.718,0.718,2.872,0.1436,0.2154,0.718,
110820,Breznita-Ocol,0.6006,0.6006,2.002,2.002,8.008,0.4004,0.6006,2.002,
110875,Brosteni,0.41745,0.41745,1.3915,1.3915,5.566,0.2783,0.41745,1.3915,
110946,Burila Mare,0.3153,0.3153,1.051,1.051,4.204,0.2102,0.3153,1.051,
111006,Butoiesti,0.48705,0.48705,1.6235,1.6235,6.494,0.3247,0.48705,1.6235,
111097,Cazanesti,0.3204,0.3204,1.068,1.068,4.272,0.2136,0.3204,1.068,
111220,Ciresu,0.07365,0.07365,0.2455,0.2455,0.982,0.0491,0.07365,0.2455,
111275,Corcova,0.91275,0.91275,3.0425,3.0425,12.17,0.6085,0.91275,3.0425,
111417,Corlatel,0.19245,0.19245,0.6415,0.6415,2.566,0.1283,0.19245,0.6415,
111444,Cujmir,0.5025,0.5025,1.675,1.675,6.7,0.335,0.5025,1.675,
111480,Devesel,0.44685,0.44685,1.4895,1.4895,5.958,0.2979,0.44685,1.4895,
111550,Darvari,0.39105,0.39105,1.3035,1.3035,5.214,0.2607,0.39105,1.3035,
111587,Dumbrava,0.20895,0.20895,0.6965,0.6965,2.786,0.1393,0.20895,0.6965,
111685,Floresti,0.3879,0.3879,1.293,1.293,5.172,0.2586,0.3879,1.293,
111783,Garla Mare,0.5448,0.5448,1.816,1.816,7.264,0.3632,0.5448,1.816,
111818,Godeanu,0.0873,0.0873,0.291,0.291,1.164,0.0582,0.0873,0.291,
111863,Gogosu,0.6348,0.6348,2.116,2.116,8.464,0.4232,0.6348,2.116,
111916,Greci,0.18495,0.18495,0.6165,0.6165,2.466,0.1233,0.18495,0.6165,
111989,Grozesti,0.30645,0.30645,1.0215,1.0215,4.086,0.2043,0.30645,1.0215,
112030,Gruia,0.45645,0.45645,1.5215,1.5215,6.086,0.3043,0.45645,1.5215,
112076,Hinova,0.43305,0.43305,1.4435,1.4435,5.774,0.2887,0.43305,1.4435,
112129,Husnicioara,0.192,0.192,0.64,0.64,2.56,0.128,0.192,0.64,
112245,Eselnita,0.43545,0.43545,1.4515,1.4515,5.806,0.2903,0.43545,1.4515,
112263,Ilovat,0.1824,0.1824,0.608,0.608,2.432,0.1216,0.1824,0.608,
112334,Ilovita,0.198,0.198,0.66,0.66,2.64,0.132,0.198,0.66,
112370,Isverna,0.321,0.321,1.07,1.07,4.28,0.214,0.321,1.07,
112469,Izvoru Barzii,0.41625,0.41625,1.3875,1.3875,5.55,0.2775,0.41625,1.3875,
112548,Jiana,0.6972,0.6972,2.324,2.324,9.296,0.4648,0.6972,2.324,
112600,Livezile,0.21945,0.21945,0.7315,0.7315,2.926,0.1463,0.21945,0.7315,
112664,Malovat,0.39435,0.39435,1.3145,1.3145,5.258,0.2629,0.39435,1.3145,
112744,Obarsia De Camp,0.26655,0.26655,0.8885,0.8885,3.554,0.1777,0.26655,0.8885,
112771,Oprisor,0.3357,0.3357,1.119,1.119,4.476,0.2238,0.3357,1.119,
112806,Padina,0.18615,0.18615,0.6205,0.6205,2.482,0.1241,0.18615,0.6205,
112879,Patulele,0.55755,0.55755,1.8585,1.8585,7.434,0.3717,0.55755,1.8585,
112904,Dubova,0.1401,0.1401,0.467,0.467,1.868,0.0934,0.1401,0.467,
112959,Podeni,0.12675,0.12675,0.4225,0.4225,1.69,0.0845,0.12675,0.4225,
112995,Ponoarele,0.3678,0.3678,1.226,1.226,4.904,0.2452,0.3678,1.226,
113153,Poroina Mare,0.14655,0.14655,0.4885,0.4885,1.954,0.0977,0.14655,0.4885,
113206,Pristol,0.21735,0.21735,0.7245,0.7245,2.898,0.1449,0.21735,0.7245,
113233,Prunisor,0.288,0.288,0.96,0.96,3.84,0.192,0.288,0.96,
113395,Punghina,0.4929,0.4929,1.643,1.643,6.572,0.3286,0.4929,1.643,
113466,Rogova,0.2076,0.2076,0.692,0.692,2.768,0.1384,0.2076,0.692,
113493,Salcia,0.42015,0.42015,1.4005,1.4005,5.602,0.2801,0.42015,1.4005,
113518,Stangaceaua,0.19455,0.19455,0.6485,0.6485,2.594,0.1297,0.19455,0.6485,
113607,Svinita,0.14415,0.14415,0.4805,0.4805,1.922,0.0961,0.14415,0.4805,
113625,Sisesti,0.3933,0.3933,1.311,1.311,5.244,0.2622,0.3933,1.311,
113698,Sovarna,0.1683,0.1683,0.561,0.561,2.244,0.1122,0.1683,0.561,
113732,Tamna,0.49515,0.49515,1.6505,1.6505,6.602,0.3301,0.49515,1.6505,
113849,Vanatori,0.2883,0.2883,0.961,0.961,3.844,0.1922,0.2883,0.961,
113894,Vanjulet,0.2766,0.2766,0.922,0.922,3.688,0.1844,0.2766,0.922,
113929,Vladaia,0.2445,0.2445,0.815,0.815,3.26,0.163,0.2445,0.815,
113974,Voloiac,0.2544,0.2544,0.848,0.848,3.392,0.1696,0.2544,0.848,
114060,Branistea,0.28035,0.28035,0.9345,0.9345,3.738,0.1869,0.28035,0.9345,
114079,Vrata,0.2889,0.2889,0.963,0.963,3.852,0.1926,0.2889,0.963,
114319,Municipiul Targu Mures,22.5429,22.5429,75.143,75.143,300.572,15.0286,22.5429,75.143,
114355,Cristesti,0.9498,0.9498,3.166,3.166,12.664,0.6332,0.9498,3.166,
114382,Sancraiu De Mures,1.26495,1.26495,4.2165,4.2165,16.866,0.8433,1.26495,4.2165,
114417,Sangeorgiu De Mures,1.52085,1.52085,5.0695,5.0695,20.278,1.0139,1.52085,5.0695,
114453,Santana De Mures,0.8598,0.8598,2.866,2.866,11.464,0.5732,0.8598,2.866,
114514,Municipiul Sighisoara,5.1375,5.1375,17.125,17.125,68.5,3.425,5.1375,17.125,
114603,Albesti,0.9195,0.9195,3.065,3.065,12.26,0.613,0.9195,3.065,
114710,Oras Ludus,2.6409,2.6409,8.803,8.803,35.212,1.7606,2.6409,8.803,
114809,Municipiul Reghin,5.73555,5.73555,19.1185,19.1185,76.474,3.8237,5.73555,19.1185,
114854,Oras Sovata,1.58355,1.58355,5.2785,5.2785,21.114,1.0557,1.58355,5.2785,
114925,Municipiul Tarnaveni,3.975,3.975,13.25,13.25,53,2.65,3.975,13.25,
114970,Acatari,0.72195,0.72195,2.4065,2.4065,9.626,0.4813,0.72195,2.4065,
115076,Adamus,0.84165,0.84165,2.8055,2.8055,11.222,0.5611,0.84165,2.8055,
115147,Alunis,0.4761,0.4761,1.587,1.587,6.348,0.3174,0.4761,1.587,
115183,Apold,0.47955,0.47955,1.5985,1.5985,6.394,0.3197,0.47955,1.5985,
115236,Atintis,0.23655,0.23655,0.7885,0.7885,3.154,0.1577,0.23655,0.7885,
115307,Bahnea,0.56085,0.56085,1.8695,1.8695,7.478,0.3739,0.56085,1.8695,
115389,Band,0.98565,0.98565,3.2855,3.2855,13.142,0.6571,0.98565,3.2855,
115520,Batos,0.63855,0.63855,2.1285,2.1285,8.514,0.4257,0.63855,2.1285,
115575,Bagaciu,0.38985,0.38985,1.2995,1.2995,5.198,0.2599,0.38985,1.2995,
115600,Bala,0.1056,0.1056,0.352,0.352,1.408,0.0704,0.1056,0.352,
115637,Balauseri,0.7719,0.7719,2.573,2.573,10.292,0.5146,0.7719,2.573,
115708,Beica De Jos,0.3333,0.3333,1.111,1.111,4.444,0.2222,0.3333,1.111,
115771,Bichis,0.1293,0.1293,0.431,0.431,1.724,0.0862,0.1293,0.431,
115824,Bogata,0.28995,0.28995,0.9665,0.9665,3.866,0.1933,0.28995,0.9665,
115851,Breaza,0.37905,0.37905,1.2635,1.2635,5.054,0.2527,0.37905,1.2635,
115897,Brancovenesti,0.6015,0.6015,2.005,2.005,8.02,0.401,0.6015,2.005,
115959,Ceuasu De Campie,0.91455,0.91455,3.0485,3.0485,12.194,0.6097,0.91455,3.0485,
116046,Chetani,0.39345,0.39345,1.3115,1.3115,5.246,0.2623,0.39345,1.3115,
116126,Chiheru De Jos,0.2352,0.2352,0.784,0.784,3.136,0.1568,0.2352,0.784,
116171,Coroisanmartin,0.22785,0.22785,0.7595,0.7595,3.038,0.1519,0.22785,0.7595,
116224,Cozma,0.08055,0.08055,0.2685,0.2685,1.074,0.0537,0.08055,0.2685,
116288,Craciunesti,0.65325,0.65325,2.1775,2.1775,8.71,0.4355,0.65325,2.1775,
116340,Craiesti,0.13605,0.13605,0.4535,0.4535,1.814,0.0907,0.13605,0.4535,
116395,Cucerdea,0.2121,0.2121,0.707,0.707,2.828,0.1414,0.2121,0.707,
116439,Cuci,0.29745,0.29745,0.9915,0.9915,3.966,0.1983,0.29745,0.9915,
116493,Danes,0.8559,0.8559,2.853,2.853,11.412,0.5706,0.8559,2.853,
116545,Deda,0.6522,0.6522,2.174,2.174,8.696,0.4348,0.6522,2.174,
116590,Eremitu,0.61455,0.61455,2.0485,2.0485,8.194,0.4097,0.61455,2.0485,
116652,Ernei,0.8955,0.8955,2.985,2.985,11.94,0.597,0.8955,2.985,
116723,Faragau,0.2607,0.2607,0.869,0.869,3.476,0.1738,0.2607,0.869,
116796,Fantanele,0.74565,0.74565,2.4855,2.4855,9.942,0.4971,0.74565,2.4855,
116867,Galesti,0.39225,0.39225,1.3075,1.3075,5.23,0.2615,0.39225,1.3075,
116938,Ganesti,0.54615,0.54615,1.8205,1.8205,7.282,0.3641,0.54615,1.8205,
116983,Gheorghe Doja,0.4365,0.4365,1.455,1.455,5.82,0.291,0.4365,1.455,
117042,Ghindari,0.50865,0.50865,1.6955,1.6955,6.782,0.3391,0.50865,1.6955,
117113,Glodeni,0.56145,0.56145,1.8715,1.8715,7.486,0.3743,0.56145,1.8715,
117177,Gornesti,0.86025,0.86025,2.8675,2.8675,11.47,0.5735,0.86025,2.8675,
117275,Grebenisu De Campie,0.26235,0.26235,0.8745,0.8745,3.498,0.1749,0.26235,0.8745,
117319,Gurghiu,0.933,0.933,3.11,3.11,12.44,0.622,0.933,3.11,
117426,Hodac,0.77415,0.77415,2.5805,2.5805,10.322,0.5161,0.77415,2.5805,
117505,Hodosa,0.18405,0.18405,0.6135,0.6135,2.454,0.1227,0.18405,0.6135,
117550,Ibanesti,0.64305,0.64305,2.1435,2.1435,8.574,0.4287,0.64305,2.1435,
117667,Iclanzel,0.3216,0.3216,1.072,1.072,4.288,0.2144,0.3216,1.072,
117783,Ideciu De Jos,0.31935,0.31935,1.0645,1.0645,4.258,0.2129,0.31935,1.0645,
117827,Oras Iernut,1.46625,1.46625,4.8875,4.8875,19.55,0.9775,1.46625,4.8875,
117925,Livezeni,0.4905,0.4905,1.635,1.635,6.54,0.327,0.4905,1.635,
117998,Lunca,0.37395,0.37395,1.2465,1.2465,4.986,0.2493,0.37395,1.2465,
118058,Lunca Bradului,0.3114,0.3114,1.038,1.038,4.152,0.2076,0.3114,1.038,
118094,Magherani,0.20355,0.20355,0.6785,0.6785,2.714,0.1357,0.20355,0.6785,
118209,Mica,0.7161,0.7161,2.387,2.387,9.548,0.4774,0.7161,2.387,
118281,Oras Miercurea Nirajului,0.9159,0.9159,3.053,3.053,12.212,0.6106,0.9159,3.053,
118370,Mihesu De Campie,0.37515,0.37515,1.2505,1.2505,5.002,0.2501,0.37515,1.2505,
118469,Nades,0.44955,0.44955,1.4985,1.4985,5.994,0.2997,0.44955,1.4985,
118511,Neaua,0.2124,0.2124,0.708,0.708,2.832,0.1416,0.2124,0.708,
118575,Ogra,0.3945,0.3945,1.315,1.315,5.26,0.263,0.3945,1.315,
118637,Papiu Ilarian,0.1341,0.1341,0.447,0.447,1.788,0.0894,0.1341,0.447,
118691,Panet,0.9171,0.9171,3.057,3.057,12.228,0.6114,0.9171,3.057,
118753,Pasareni,0.26805,0.26805,0.8935,0.8935,3.574,0.1787,0.26805,0.8935,
118799,Petelea,0.45615,0.45615,1.5205,1.5205,6.082,0.3041,0.45615,1.5205,
118824,Pogaceaua,0.3036,0.3036,1.012,1.012,4.048,0.2024,0.3036,1.012,
118931,Rastolita,0.2769,0.2769,0.923,0.923,3.692,0.1846,0.2769,0.923,
118995,Raciu,0.5478,0.5478,1.826,1.826,7.304,0.3652,0.5478,1.826,
119153,Rusii-Munti,0.32865,0.32865,1.0955,1.0955,4.382,0.2191,0.32865,1.0955,
119206,Saschiz,0.342,0.342,1.14,1.14,4.56,0.228,0.342,1.14,
119242,Oras Sarmasu,1.0776,1.0776,3.592,3.592,14.368,0.7184,1.0776,3.592,
119331,Oras Sangeorgiu De Padure,0.82095,0.82095,2.7365,2.7365,10.946,0.5473,0.82095,2.7365,
119386,Sanger,0.36645,0.36645,1.2215,1.2215,4.886,0.2443,0.36645,1.2215,
119466,Sanpaul,0.66195,0.66195,2.2065,2.2065,8.826,0.4413,0.66195,2.2065,
119527,Sanpetru De Campie,0.42555,0.42555,1.4185,1.4185,5.674,0.2837,0.42555,1.4185,
119590,Solovastru,0.43155,0.43155,1.4385,1.4385,5.754,0.2877,0.43155,1.4385,
119625,Stanceni,0.2208,0.2208,0.736,0.736,2.944,0.1472,0.2208,0.736,
119661,Suplac,0.3474,0.3474,1.158,1.158,4.632,0.2316,0.3474,1.158,
119723,Suseni,0.35235,0.35235,1.1745,1.1745,4.698,0.2349,0.35235,1.1745,
119750,Saulia,0.3093,0.3093,1.031,1.031,4.124,0.2062,0.3093,1.031,
119803,Sincai,0.24285,0.24285,0.8095,0.8095,3.238,0.1619,0.24285,0.8095,
119858,Taureni,0.1479,0.1479,0.493,0.493,1.972,0.0986,0.1479,0.493,
119894,Oras Ungheni,1.1301,1.1301,3.767,3.767,15.068,0.7534,1.1301,3.767,
119974,Valea Larga,0.4593,0.4593,1.531,1.531,6.124,0.3062,0.4593,1.531,
120076,Vargata,0.29295,0.29295,0.9765,0.9765,3.906,0.1953,0.29295,0.9765,
120138,Vatava,0.29775,0.29775,0.9925,0.9925,3.97,0.1985,0.29775,0.9925,
120174,Vetca,0.1185,0.1185,0.395,0.395,1.58,0.079,0.1185,0.395,
120218,Viisoara,0.2829,0.2829,0.943,0.943,3.772,0.1886,0.2829,0.943,
120254,Vanatori,0.6504,0.6504,2.168,2.168,8.672,0.4336,0.6504,2.168,
120316,Voivodeni,0.2703,0.2703,0.901,0.901,3.604,0.1802,0.2703,0.901,
120343,Zagar,0.1956,0.1956,0.652,0.652,2.608,0.1304,0.1956,0.652,
120370,Zau De Campie,0.5001,0.5001,1.667,1.667,6.668,0.3334,0.5001,1.667,
120478,Chibed,0.26565,0.26565,0.8855,0.8855,3.542,0.1771,0.26565,0.8855,
120487,Corunca,0.4557,0.4557,1.519,1.519,6.076,0.3038,0.4557,1.519,
120496,Sarateni,0.2226,0.2226,0.742,0.742,2.968,0.1484,0.2226,0.742,
120502,Madaras,0.24615,0.24615,0.8205,0.8205,3.282,0.1641,0.24615,0.8205,
120511,Bereni,0.1872,0.1872,0.624,0.624,2.496,0.1248,0.1872,0.624,
120726,Municipiul Piatra-Neamt,17.30535,17.30535,57.6845,57.6845,230.738,11.5369,17.30535,57.6845,
120771,Dumbrava Rosie,1.24905,1.24905,4.1635,4.1635,16.654,0.8327,1.24905,4.1635,
120824,Savinesti,1.0167,1.0167,3.389,3.389,13.556,0.6778,1.0167,3.389,
120860,Municipiul Roman,10.61205,10.61205,35.3735,35.3735,141.494,7.0747,10.61205,35.3735,
120888,Cordun,1.18995,1.18995,3.9665,3.9665,15.866,0.7933,1.18995,3.9665,
120922,Horia,1.1037,1.1037,3.679,3.679,14.716,0.7358,1.1037,3.679,
120968,Oras Bicaz,1.2945,1.2945,4.315,4.315,17.26,0.863,1.2945,4.315,
121055,Oras Targu Neamt,3.3087,3.3087,11.029,11.029,44.116,2.2058,3.3087,11.029,
121108,Agapia,0.64665,0.64665,2.1555,2.1555,8.622,0.4311,0.64665,2.1555,
121153,Bahna,0.52935,0.52935,1.7645,1.7645,7.058,0.3529,0.52935,1.7645,
121242,Baltatesti,0.6381,0.6381,2.127,2.127,8.508,0.4254,0.6381,2.127,
121297,Bicaz-Chei,0.6996,0.6996,2.332,2.332,9.328,0.4664,0.6996,2.332,
121340,Bicazu Ardelean,0.58215,0.58215,1.9405,1.9405,7.762,0.3881,0.58215,1.9405,
121386,Bira,0.30165,0.30165,1.0055,1.0055,4.022,0.2011,0.30165,1.0055,
121466,Bargauani,0.576,0.576,1.92,1.92,7.68,0.384,0.576,1.92,
121607,Bodesti,0.71805,0.71805,2.3935,2.3935,9.574,0.4787,0.71805,2.3935,
121652,Borca,0.9996,0.9996,3.332,3.332,13.328,0.6664,0.9996,3.332,
121732,Borlesti,1.4334,1.4334,4.778,4.778,19.112,0.9556,1.4334,4.778,
121796,Botesti,0.77715,0.77715,2.5905,2.5905,10.362,0.5181,0.77715,2.5905,
121876,Bozieni,0.4473,0.4473,1.491,1.491,5.964,0.2982,0.4473,1.491,
121938,Brusturi,0.6042,0.6042,2.014,2.014,8.056,0.4028,0.6042,2.014,
122025,Ceahlau,0.369,0.369,1.23,1.23,4.92,0.246,0.369,1.23,
122061,Candesti,0.6399,0.6399,2.133,2.133,8.532,0.4266,0.6399,2.133,
122132,Costisa,0.5301,0.5301,1.767,1.767,7.068,0.3534,0.5301,1.767,
122187,Cracaoani,0.66345,0.66345,2.2115,2.2115,8.846,0.4423,0.66345,2.2115,
122249,Damuc,0.46035,0.46035,1.5345,1.5345,6.138,0.3069,0.46035,1.5345,
122285,Dobreni,0.27105,0.27105,0.9035,0.9035,3.614,0.1807,0.27105,0.9035,
122347,Doljesti,1.1475,1.1475,3.825,3.825,15.3,0.765,1.1475,3.825,
122392,Dragomiresti,0.3369,0.3369,1.123,1.123,4.492,0.2246,0.3369,1.123,
122463,Dulcesti,0.3951,0.3951,1.317,1.317,5.268,0.2634,0.3951,1.317,
122551,Farcasa,0.483,0.483,1.61,1.61,6.44,0.322,0.483,1.61,
122613,Faurei,0.3297,0.3297,1.099,1.099,4.396,0.2198,0.3297,1.099,
122668,Gheraesti,1.01235,1.01235,3.3745,3.3745,13.498,0.6749,1.01235,3.3745,
122702,Girov,0.77745,0.77745,2.5915,2.5915,10.366,0.5183,0.77745,2.5915,
122828,Garcina,0.7413,0.7413,2.471,2.471,9.884,0.4942,0.7413,2.471,
122864,Grinties,0.3753,0.3753,1.251,1.251,5.004,0.2502,0.3753,1.251,
122908,Grumazesti,0.8232,0.8232,2.744,2.744,10.976,0.5488,0.8232,2.744,
122953,Hangu,0.59205,0.59205,1.9735,1.9735,7.894,0.3947,0.59205,1.9735,
123013,Icusesti,0.72705,0.72705,2.4235,2.4235,9.694,0.4847,0.72705,2.4235,
123102,Ion Creanga,0.86895,0.86895,2.8965,2.8965,11.586,0.5793,0.86895,2.8965,
123175,Margineni,0.58215,0.58215,1.9405,1.9405,7.762,0.3881,0.58215,1.9405,
123228,Moldoveni,0.32595,0.32595,1.0865,1.0865,4.346,0.2173,0.32595,1.0865,
123255,Oniceni,0.5595,0.5595,1.865,1.865,7.46,0.373,0.5595,1.865,
123371,Pastraveni,0.6114,0.6114,2.038,2.038,8.152,0.4076,0.6114,2.038,
123424,Petricani,0.918,0.918,3.06,3.06,12.24,0.612,0.918,3.06,
123479,Piatra Soimului,1.29465,1.29465,4.3155,4.3155,17.262,0.8631,1.29465,4.3155,
123521,Pipirig,1.3581,1.3581,4.527,4.527,18.108,0.9054,1.3581,4.527,
123601,Pangarati,0.8256,0.8256,2.752,2.752,11.008,0.5504,0.8256,2.752,
123674,Podoleni,0.86805,0.86805,2.8935,2.8935,11.574,0.5787,0.86805,2.8935,
123709,Poienari,0.24585,0.24585,0.8195,0.8195,3.278,0.1639,0.24585,0.8195,
123790,Poiana Teiului,0.7443,0.7443,2.481,2.481,9.924,0.4962,0.7443,2.481,
123914,Raucesti,1.2903,1.2903,4.301,4.301,17.204,0.8602,1.2903,4.301,
123969,Razboieni,0.34545,0.34545,1.1515,1.1515,4.606,0.2303,0.34545,1.1515,
124028,Rediu,0.81555,0.81555,2.7185,2.7185,10.874,0.5437,0.81555,2.7185,
124073,Romani,0.6459,0.6459,2.153,2.153,8.612,0.4306,0.6459,2.153,
124117,Oras Roznov,1.54905,1.54905,5.1635,5.1635,20.654,1.0327,1.54905,5.1635,
124153,Sagna,0.8004,0.8004,2.668,2.668,10.672,0.5336,0.8004,2.668,
124206,Sabaoani,1.7853,1.7853,5.951,5.951,23.804,1.1902,1.7853,5.951,
124233,Secuieni,0.4863,0.4863,1.621,1.621,6.484,0.3242,0.4863,1.621,
124331,Stanita,0.32865,0.32865,1.0955,1.0955,4.382,0.2191,0.32865,1.0955,
124411,Stefan Cel Mare,0.46905,0.46905,1.5635,1.5635,6.254,0.3127,0.46905,1.5635,
124493,Tarcau,0.52395,0.52395,1.7465,1.7465,6.986,0.3493,0.52395,1.7465,
124563,Tasca,0.3933,0.3933,1.311,1.311,5.244,0.2622,0.3933,1.311,
124616,Tazlau,0.4218,0.4218,1.406,1.406,5.624,0.2812,0.4218,1.406,
124634,Tamaseni,1.4892,1.4892,4.964,4.964,19.856,0.9928,1.4892,4.964,
124661,Timisesti,0.6156,0.6156,2.052,2.052,8.208,0.4104,0.6156,2.052,
124723,Trifesti,0.75945,0.75945,2.5315,2.5315,10.126,0.5063,0.75945,2.5315,
124750,Tupilati,0.32925,0.32925,1.0975,1.0975,4.39,0.2195,0.32925,1.0975,
124803,Tibucani,0.6186,0.6186,2.062,2.062,8.248,0.4124,0.6186,2.062,
124849,Urecheni,0.6225,0.6225,2.075,2.075,8.3,0.415,0.6225,2.075,
124885,Valea Ursului,0.6423,0.6423,2.141,2.141,8.564,0.4282,0.6423,2.141,
124938,Alexandru Cel Bun,0.906,0.906,3.02,3.02,12.08,0.604,0.906,3.02,
125016,Vanatori-Neamt,1.3086,1.3086,4.362,4.362,17.448,0.8724,1.3086,4.362,
125061,Zanesti,0.92145,0.92145,3.0715,3.0715,12.286,0.6143,0.92145,3.0715,
125098,Dochia,0.38355,0.38355,1.2785,1.2785,5.114,0.2557,0.38355,1.2785,
125105,Ruginoasa,0.2874,0.2874,0.958,0.958,3.832,0.1916,0.2874,0.958,
125114,Ghindaoani,0.309,0.309,1.03,1.03,4.12,0.206,0.309,1.03,
125123,Valeni,0.23055,0.23055,0.7685,0.7685,3.074,0.1537,0.23055,0.7685,
125132,Draganesti,0.23355,0.23355,0.7785,0.7785,3.114,0.1557,0.23355,0.7785,
